285 - 22297 : Fate_stay_night__Unlimited_Blade_Works
286 - 36371 : Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
287 - 18617 : Girls___Panzer_Movie
288 - 1889 : Higurashi_no_Naku_Koro_ni_Kai
289 - 6811 : InuYasha__Kanketsu-hen
290 - 16664 : Kaguya-hime_no_Monogatari
291 - 4224 : Toradora
292 - 6864 : xxxHOLiC_Rou
293 - 30503 : Noragami_Aragoto
294 - 19123 : One_Piece__Episode_of_Merry_-_Mou_Hitori_no_Nakama_no_Monogatari
295 - 38249 : Saiki_Kusuo_no_-nan__Kanketsu-hen
296 - 12115 : Berserk__Ougon_Jidai-hen_III_-_Kourin
297 - 138 : Hunter_x_Hunter__Greed_Island
298 - 35677 : Liz_to_Aoi_Tori
299 - 9890 : Major__Message
300 - 962 : Aria_the_Natural
301 - 34636 : Ballroom_e_Youkoso
302 - 32867 : Bungou_Stray_Dogs_2nd_Season
303 - 28223 : Death_Parade
304 - 38680 : Fruits_Basket_1st_Season
305 - 37989 : Golden_Kamuy_2nd_Season
306 - 36296 : Hinamatsuri_TV
307 - 28675 : Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen
308 - 32843 : Senki_Zesshou_Symphogear_XV
309 - 32282 : Shokugeki_no_Souma__Ni_no_Sara
310 - 440 : Shoujo_Kakumei_Utena
311 - 19815 : No_Game_No_Life
312 - 38234 : One_Piece_Movie_14__Stampede
313 - 853 : Ouran_Koukou_Host_Club
314 - 40080 : Quanzhi_Gaoshou_Zhi_Dianfeng_Rongyao
315 - 35838 : Shoujo_Shuumatsu_Ryokou
316 - 2236 : Toki_wo_Kakeru_Shoujo
317 - 31715 : Working__Lord_of_the_Takanashi
318 - 37171 : Asobi_Asobase
319 - 1519 : Black_Lagoon__The_Second_Barrage
320 - 38088 : Digimon_Adventure__Last_Evolution_Kizuna
321 - 37520 : Dororo
322 - 1453 : Maison_Ikkoku
323 - 38003 : Bungou_Stray_Dogs_3rd_Season
324 - 40421 : Given_Movie
325 - 11597 : Nisemonogatari
326 - 23623 : Non_Non_Biyori_Repeat
327 - 12859 : One_Piece_Film__Z
328 - 13759 : Sakura-sou_no_Pet_na_Kanojo
329 - 1735 : Naruto__Shippuuden
330 - 4477 : Nodame_Cantabile__Paris-hen
331 - 4155 : One_Piece_Film__Strong_World
332 - 4107 : Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen
333 - 34822 : Tsuki_ga_Kirei
334 - 47 : Akira
335 - 32005 : Detective_Conan_Movie_20__The_Darkest_Nightmare
336 - 6746 : Durarara
337 - 39792 : Eizouken_ni_wa_Te_wo_Dasu_na
338 - 239 : Gankutsuou
339 - 3701 : Kaiba
340 - 1604 : Katekyo_Hitman_Reborn
341 - 35857 : Lupin_III__Part_5
342 - 10153 : Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
343 - 40435 : Mo_Dao_Zu_Shi_Q
344 - 232 : Cardcaptor_Sakura
345 - 235 : Detective_Conan
346 - 37822 : Douluo_Dalu__Jingying_Sai
347 - 42497 : Douluo_Dalu__Qian_Hua_Xi_Jin
348 - 813 : Dragon_Ball_Z
349 - 44248 : Fate_Grand_Carnival
350 - 121 : Fullmetal_Alchemist
351 - 40815 : Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season
352 - 25681 : Kamisama_Hajimemashita
353 - 39198 : Kanata_no_Astra
354 - 1827 : Seirei_no_Moribito
355 - 15323 : One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
356 - 3371 : Ginga_Eiyuu_Densetsu_Gaiden
357 - 18 : Initial_D_Fourth_Stage
358 - 7791 : K-On
359 - 30831 : Kono_Subarashii_Sekai_ni_Shukufuku_wo
360 - 1430 : Lupin_III__Cagliostro_no_Shiro
361 - 6336 : Mobile_Suit_Gundam_Unicorn
362 - 6547 : Angel_Beats
363 - 3901 : Baccano_Specials
364 - 35608 : Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me
365 - 6467 : Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
366 - 3702 : Detroit_Metal_City
367 - 12189 : Hyouka
368 - 37962 : IDOLiSH7__Second_Beat
369 - 38993 : Karakai_Jouzu_no_Takagi-san_2
370 - 1566 : Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society
371 - 11771 : Kuroko_no_Basket
372 - 37514 : Made_in_Abyss_Movie_1__Tabidachi_no_Yoake
373 - 32902 : Mahoutsukai_no_Yome__Hoshi_Matsu_Hito
374 - 2581 : Mobile_Suit_Gundam_00
375 - 721 : Princess_Tutu
376 - 40542 : Saiki_Kusuo_no_-nan__-shidou-hen
377 - 35788 : Shokugeki_no_Souma__San_no_Sara
378 - 4722 : Skip_Beat
